race date,horse_name,position,horse_age,bha_rating,draw,trainer_name,jockey_name,prize money 1,course name,race_age,race_title,Qaurter,race distance,odds
09/12/2018,Central City,1,3,70,1,Ian Williams,Ted Durcan,6728,DONCASTER,3YO+,CLIPPER LOGISTICS LEGER LEGENDS CLASSIFIED STAKES (5),2nd,8,0.1
09/12/2018,Elusive Heights,10,5,81,3,Roger Fell,Tony Hamilton,9704,CARLISLE,3YO+,SMARKETS BETTING EXCHANGE HANDICAP (3),2nd,8,0.222222222
09/12/2018,Wings Of The Rock,7,3,82,8,K R Burke,Clifford Lee,22684,DONCASTER,2YO+,D C TRAINING AND DEVELOPMENT SERVICES SCARBROUGH STAKES (LISTED RACE) (1),2nd,5,0.03030303
09/12/2018,Ballymount,9,3,84,10,Michael Easterby,Nathan Evans,9704,CARLISLE,3YO+,SMARKETS BETTING EXCHANGE HANDICAP (3),2nd,8,0.045454545
09/12/2018,Crystal Hope,6,3,91,11,Sir Michael Stoute,Ryan Moore,18675,DONCASTER,3YO+,EBF BREEDERS' SERIES FILLIES' HANDICAP (2),2nd,12,0.285714286
09/12/2018,Sandridge Lad,6,2,66,5,John Ryan,Josephine Gordon,3105,KEMPTON (A.W),2YO,OLD KENNY MANSFIELD MEMORIAL NURSERY HANDICAP (6),2nd,7,0.142857143
09/12/2018,Delicate Kiss,10,4,62,11,John Bridger,William Carson,3105,KEMPTON (A.W),3YO+,WISE BETTING RACINGUK.COM HANDICAP (6),2nd,8,0.05
09/12/2018,Summer Blossom,3,2,76,6,Archie Watson,Daniel Tudhope,4205,CARLISLE,2YO,SMARKETS BETTING EXCHANGE NURSERY HANDICAP (JOCKEY CLUB GRASSROOTS NURSERY QUALIFIER) (5),2nd,6,0.285714286
09/12/2018,Grace's Secret,4,3,65,13,Ed Walker,Liam Keniry,3105,KEMPTON (A.W),3YO+,WISE BETTING RACINGUK.COM HANDICAP (6),2nd,8,0.166666667
09/12/2018,Red Gunner,5,4,61,6,Daniel Mark Loughnane,Luke Morris,3105,KEMPTON (A.W),3YO+,WISE BETTING RACINGUK.COM HANDICAP (6),2nd,8,0.083333333
09/12/2018,Ventura Gold,11,3,69,11,Richard Fahey,Luke Harvey,6728,DONCASTER,3YO+,CLIPPER LOGISTICS LEGER LEGENDS CLASSIFIED STAKES (5),2nd,8,0.071428571
09/12/2018,Excellently Poised,10,3,81,1,Bryan Smart,Graham Lee,6728,DONCASTER,3YO+,1STSECURITYSOLUTIONS.CO.UK HANDICAP (4),2nd,5,0.0625
09/12/2018,Placebo Effect,12,3,70,19,Ollie Pears,Ollie Pears,6728,DONCASTER,3YO+,CLIPPER LOGISTICS LEGER LEGENDS CLASSIFIED STAKES (5),2nd,8,0.1
09/12/2018,Cheeky Rascal,8,3,70,14,Richard Hannon,Timmy Murphy,6728,DONCASTER,3YO+,CLIPPER LOGISTICS LEGER LEGENDS CLASSIFIED STAKES (5),2nd,8,0.333333333
09/12/2018,Caravela,4,4,88,1,Mick Channon,Andrea Atzeni,18675,DONCASTER,3YO+,EBF BREEDERS' SERIES FILLIES' HANDICAP (2),2nd,12,0.071428571
09/12/2018,Onefootinparadise,8,3,67,1,Philip McBride,David Probert,3752,KEMPTON (A.W),3YO+,100% PROFIT BOOST AT 32REDSPORT.COM CLASSIFIED CLAIMING STAKES (5),2nd,6,0.1
09/12/2018,El Borracho,2,3,75,9,Simon Dow,Tom Marquand,3752,KEMPTON (A.W),3YO+,32RED ON THE APP STORE HANDICAP (5),2nd,12,0.071428571
09/12/2018,So Hi Class,1,2,66,4,Marco Botti,Marc Monaghan,3105,KEMPTON (A.W),2YO,OLD KENNY MANSFIELD MEMORIAL NURSERY HANDICAP (6),2nd,7,0.181818182
09/12/2018,Se Green,10,2,0,13,Tim Easterby,Rachel Richardson,4205,CARLISLE,2YO,SMARKETS BRITISH EBF FILLIES' NOVICE STAKES (PLUS 10 RACE) (5),2nd,6,0.01
09/12/2018,Astromachia,1,3,79,3,Amanda Perrett,Joe Fanning,6469,KEMPTON (A.W),3YO,32RED HANDICAP (4),2nd,16,0.615384615
09/12/2018,Reactive,3,3,65,6,James Given,Dougie Costello,3235,CARLISLE,3YO+,BEST RACING ODDS ON SMARKETS HANDICAP (6),2nd,14,0.04
09/12/2018,Crystal Tiara,6,2,0,1,Mick Channon,Nathan Evans,6728,CARLISLE,2YO,BRITISH STALLION STUDS EBF MAIDEN STAKES (PLUS 10 RACE) (SIRE AND DAM RESTRICTED RACE) (4),2nd,8,0.02
09/12/2018,Conversant,7,3,69,14,David O'Meara,Daniel Tudhope,4205,CARLISLE,3YO+,"ANDERSONS ""QUALITY FOR YOUR HOME"" HANDICAP (5)",2nd,6,0.0625
09/12/2018,Construct,2,3,77,4,Ralph Beckett,Richard Kingscote,6469,KEMPTON (A.W),3YO,32RED HANDICAP (4),2nd,16,0.222222222
09/12/2018,Oskemen,3,3,67,14,Archie Watson,Edward Greatrex,3105,KEMPTON (A.W),3YO+,WISE BETTING RACINGUK.COM HANDICAP (6),2nd,8,0.153846154
09/12/2018,Miss Milla B,9,3,65,7,Ed Vaughan,Jane Elliott,3105,KEMPTON (A.W),3YO+,WISE BETTING RACINGUK.COM HANDICAP (6),2nd,8,0.071428571
09/12/2018,Assimile,3,3,70,6,K R Burke,Brian Harding,6728,DONCASTER,3YO+,CLIPPER LOGISTICS LEGER LEGENDS CLASSIFIED STAKES (5),2nd,8,0.04
09/12/2018,Medoras Childe,8,2,60,9,Heather Main,Shane Kelly,3105,KEMPTON (A.W),2YO,OLD KENNY MANSFIELD MEMORIAL NURSERY HANDICAP (6),2nd,7,0.0625
09/12/2018,Greenback Boogie,4,2,83,4,Brian Meehan,William Buick,11644,DONCASTER,2YO,OWLERTON GREYHOUND STADIUM NURSERY HANDICAP (2),2nd,7,0.222222222
09/12/2018,Smart Illusion,3,2,66,10,David O'Meara,Martin Harley,3105,KEMPTON (A.W),2YO,OLD KENNY MANSFIELD MEMORIAL NURSERY HANDICAP (6),2nd,7,0.533333333
09/12/2018,Fraser Island,5,2,0,2,Mark Johnston,Franny Norton,6728,CARLISLE,2YO,BRITISH STALLION STUDS EBF MAIDEN STAKES (PLUS 10 RACE) (SIRE AND DAM RESTRICTED RACE) (4),2nd,8,0.444444444
09/12/2018,Big Boots,6,2,76,8,Mick Channon,Callum Rodriguez,4205,CARLISLE,2YO,SMARKETS BETTING EXCHANGE NURSERY HANDICAP (JOCKEY CLUB GRASSROOTS NURSERY QUALIFIER) (5),2nd,6,0.153846154
09/12/2018,Yousini,6,2,91,2,Kevin Ryan,Tom Eaves,11205,DONCASTER,2YO,BRITISH STALLION STUDS EBF CONDITIONS STAKES (PLUS 10 RACE) (2),2nd,6,0.142857143
09/12/2018,Triple Distilled,1,2,73,7,Kevin Ryan,Kevin Stott,4205,CARLISLE,2YO,SMARKETS BETTING EXCHANGE NURSERY HANDICAP (JOCKEY CLUB GRASSROOTS NURSERY QUALIFIER) (5),2nd,6,0.222222222
09/12/2018,Fflur,6,2,0,7,K R Burke,Michael Stainton,4205,CARLISLE,2YO,SMARKETS BRITISH EBF FILLIES' NOVICE STAKES (PLUS 10 RACE) (5),2nd,6,0.03030303
09/12/2018,Forcetoreckon,7,2,67,5,Tim Easterby,David Allan,4205,CARLISLE,2YO,SMARKETS BETTING EXCHANGE NURSERY HANDICAP (JOCKEY CLUB GRASSROOTS NURSERY QUALIFIER) (5),2nd,6,0.1
09/12/2018,Wohileh,2,3,0,2,Owen Burrows,David Probert,6469,KEMPTON (A.W),3YO+,32RED.COM BREEDERS BACKING RACING EBF FILLIES' NOVICE STAKES (4),2nd,12,0.444444444
09/12/2018,Salve Helena,6,3,0,3,Roger Charlton,Tom Marquand,6469,KEMPTON (A.W),3YO+,32RED.COM BREEDERS BACKING RACING EBF FILLIES' NOVICE STAKES (4),2nd,12,0.03030303
09/12/2018,Lady Shanawell,9,2,0,4,Ben Haslam,Kevin Stott,4205,CARLISLE,2YO,SMARKETS BRITISH EBF FILLIES' NOVICE STAKES (PLUS 10 RACE) (5),2nd,6,0.015151515
09/12/2018,Penfriend,9,2,55,1,Michael Blanshard,Rob Hornby,3105,KEMPTON (A.W),2YO,OLD KENNY MANSFIELD MEMORIAL NURSERY HANDICAP (6),2nd,7,0.025
09/12/2018,Rosebank,7,2,0,6,Richard Fahey,Paul Hanagan,4205,CARLISLE,2YO,SMARKETS BRITISH EBF FILLIES' NOVICE STAKES (PLUS 10 RACE) (5),2nd,6,0.363636364
09/12/2018,Converter,5,2,0,3,Mick Channon,Andrea Atzeni,11205,DONCASTER,2YO,BRITISH STALLION STUDS EBF CONDITIONS STAKES (PLUS 10 RACE) (2),2nd,6,0.2
09/12/2018,Fares Kodiac,3,2,0,5,Marco Botti,Gerald Mosse,11205,DONCASTER,2YO,BRITISH STALLION STUDS EBF CONDITIONS STAKES (PLUS 10 RACE) (2),2nd,6,0.117647059
09/12/2018,Loved So Much,3,3,0,8,James Fanshawe,Daniel Muscutt,6469,KEMPTON (A.W),3YO+,32RED.COM BREEDERS BACKING RACING EBF FILLIES' NOVICE STAKES (4),2nd,12,0.222222222
09/12/2018,Buckman Tavern,1,2,0,7,Sir Mark Prescott Bt,Ryan Tate,6728,CARLISLE,2YO,BRITISH STALLION STUDS EBF MAIDEN STAKES (PLUS 10 RACE) (SIRE AND DAM RESTRICTED RACE) (4),2nd,8,0.166666667
09/12/2018,Summer Daydream,1,2,0,11,Keith Dalgleish,Connor Beasley,4205,CARLISLE,2YO,SMARKETS BRITISH EBF FILLIES' NOVICE STAKES (PLUS 10 RACE) (5),2nd,6,0.125
08/12/2018,Camakasi,7,7,70,7,Ali Stronge,Miss Kelly Adams,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.2
08/12/2018,Powerage,5,2,0,3,Jo Hughes,Harry Burns,3752,WINDSOR,2YO,STARSPORTS.BET FILLIES' NOVICE AUCTION STAKES (PLUS 10 RACE) (5),2nd,6,0.01
08/12/2018,Nampara,4,3,65,8,Paul D'Arcy,William Carson,5434,LEICESTER,3YO,ROTHERBY HANDICAP (5),2nd,6,0.222222222
08/12/2018,Duke Of Yorkshire,8,8,70,1,Tim Easterby,Miss Emily Easterby,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.1
08/12/2018,Silverrica,8,8,68,2,Malcolm Saunders,Charlie Bennett,3752,WINDSOR,3YO+,STARSPORTS.BET HANDICAP (5),2nd,5,0.083333333
08/12/2018,Towelrads Boy,8,3,65,2,Paul Cole,Robert Havlin,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.285714286
08/12/2018,David's Beauty,2,5,55,4,Brian Baugh,Jim Crowley,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.444444444
08/12/2018,Billiebrookedit,5,3,63,2,Steph Hollinshead,Toby Eley,5434,LEICESTER,3YO,ROTHERBY HANDICAP (5),2nd,6,0.111111111
08/12/2018,Time To Perfection,7,3,55,8,Sylvester Kirk,Tom Marquand,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.363636364
08/12/2018,Great White Shark,4,4,85,2,James Fanshawe,Daniel Muscutt,6711,LEICESTER,3YO+,DALE HALL & HICKMAN ASSOCIATES FILLIES' HANDICAP (4),2nd,12,0.133333333
08/12/2018,The Golden Cue,6,3,66,11,Steph Hollinshead,Toby Eley,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.045454545
08/12/2018,Culloden,7,6,54,9,Shaun Harris,Tom Eaves,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.03030303
08/12/2018,Chains Of Love,4,2,0,6,K R Burke,Ben Curtis,3752,WINDSOR,2YO,STARSPORTS.BET FILLIES' NOVICE AUCTION STAKES (PLUS 10 RACE) (5),2nd,6,0.25
08/12/2018,Emerald Approach,2,2,0,2,Clive Cox,Hector Crouch,3752,WINDSOR,2YO,STARSPORTS.BET FILLIES' NOVICE AUCTION STAKES (PLUS 10 RACE) (5),2nd,6,0.1
08/12/2018,Itlaaq,1,12,67,3,Michael Easterby,Miss Serena Brotherton,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.4
08/12/2018,Employer,3,3,83,4,Hugo Palmer,Louis Steward,7246,WINDSOR,3YO+,CON QUINLAN MEMORIAL HANDICAP (3),2nd,8,0.125
08/12/2018,Madame Bounty,2,4,74,8,Ed Walker,Liam Keniry,3752,WINDSOR,3YO+,STARSPORTS.BET HANDICAP (5),2nd,5,0.4
08/12/2018,Flo's Melody,6,3,51,2,Barry Leavy,Jane Elliott,4011,LEICESTER,3-4YO,BLABY SELLING STAKES (5),2nd,7,0.03030303
08/12/2018,Zapateado,2,3,61,5,Paul George,Jamie Spencer,4011,LEICESTER,3-4YO,BLABY SELLING STAKES (5),2nd,7,0.4
08/12/2018,One Flew Over,6,3,46,4,Ian Williams,Fran Berry,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV II) (6),2nd,11,0.222222222
08/12/2018,Simpson,1,3,85,2,Ed Walker,Luke Morris,7246,WINDSOR,3YO+,CON QUINLAN MEMORIAL HANDICAP (3),2nd,8,0.285714286
08/12/2018,Red Armada,4,2,0,5,Clive Cox,Adam Kirby,6469,LEICESTER,2YO,BRITISH STALLION STUDS EBF NOVICE STAKES (PLUS 10 RACE) (4),2nd,7,0.071428571
08/12/2018,Pesto,1,2,0,1,Richard Hannon,Oisin Murphy,6469,LEICESTER,2YO,BRITISH STALLION STUDS EBF NOVICE STAKES (PLUS 10 RACE) (4),2nd,7,0.285714286
08/12/2018,Stirling Value,5,3,55,1,David Simcock,Liam Keniry,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV II) (6),2nd,11,0.0625
08/12/2018,Easy Tiger,2,,86,5,Malcolm Saunders,Finley Marsh,7246,WINDSOR,3YO+,CON QUINLAN MEMORIAL HANDICAP (3),2nd,8,0.333333333
08/12/2018,Greeneyedafghan,8,,47,4,Alexandra Dunn,Joshua Bryan,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.04
08/12/2018,Turnbury,6,,51,9,Nikki Evans,Ellie MacKenzie,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.025
08/12/2018,Kaala Taara,5,,0,6,Charles Smith,Noel Garbutt,4011,LEICESTER,3-4YO,BLABY SELLING STAKES (5),2nd,7,0.01
08/12/2018,Robert Fitzroy,6,,0,2,Michael Bell,Louis Steward,3752,WINDSOR,2YO,STARSPORTS.BET NOVICE AUCTION STAKES (5),2nd,8,0.363636364
08/12/2018,Champs Inblue,7,,50,5,Pat Phelan,Paddy Bradley,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV II) (6),2nd,11,0.25
08/12/2018,Salt Whistle Bay,6,,89,3,Rae Guest,Martin Harley,7246,WINDSOR,3YO+,CON QUINLAN MEMORIAL HANDICAP (3),2nd,8,0.125
08/12/2018,French Mix,3,,63,6,Alexandra Dunn,Miss Hannah Welch,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.0625
08/12/2018,Racehorse,3,,57,4,Hughie Morrison,Oisin Murphy,4011,LEICESTER,3-4YO,BLABY SELLING STAKES (5),2nd,7,0.111111111
08/12/2018,Ladweb,3,,74,6,John Gallagher,Ben Curtis,3752,WINDSOR,3YO+,STARSPORTS.BET HANDICAP (5),2nd,5,0.25
08/12/2018,Edged Out,6,,66,4,Christopher Mason,Finley Marsh,3752,WINDSOR,3YO+,STARSPORTS.BET HANDICAP (5),2nd,5,0.083333333
08/12/2018,Rotherhithe,1,,70,1,Richard Fahey,Paddy Mathers,4011,LEICESTER,3-4YO,BLABY SELLING STAKES (5),2nd,7,1.1
08/12/2018,Party Royal,2,8,59,10,Nick Gifford,Mr David Dunsdon,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.04
08/12/2018,Dandilion,3,5,59,8,Alex Hales,Jason Watson,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.125
08/12/2018,Balgowlah,9,3,57,1,David Lanigan,Fran Berry,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.3
08/12/2018,Perfect Symphony,1,4,65,10,Sophie Leech,David Probert,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.25
08/12/2018,Earthly,9,4,61,2,Bernard Llewellyn,Mr Simon Walker,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.166666667
08/12/2018,Tylery Wonder,1,8,73,7,Paul Midgley,Luke Morris,3752,WINDSOR,3YO+,STARSPORTS.BET HANDICAP (5),2nd,5,0.25
08/12/2018,India,2,3,73,3,Michael Bell,Hayley Turner,6711,LEICESTER,3YO+,DALE HALL & HICKMAN ASSOCIATES FILLIES' HANDICAP (4),2nd,12,0.363636364
08/12/2018,Macho Mover,1,3,51,3,Mick Channon,Scott McCullagh,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.153846154
08/12/2018,Shortbackandsides,3,3,63,6,Tim Easterby,Tony Hamilton,5434,LEICESTER,3YO,ROTHERBY HANDICAP (5),2nd,6,0.181818182
08/12/2018,Saving Grace,5,3,84,4,Luca Cumani,Jamie Spencer,6711,LEICESTER,3YO+,DALE HALL & HICKMAN ASSOCIATES FILLIES' HANDICAP (4),2nd,12,0.5
08/12/2018,Recollect,3,3,77,5,Luca Cumani,Jamie Spencer,6728,LEICESTER,3YO,CROPSTON HANDICAP (4),2nd,8,0.5
08/12/2018,Babyfact,7,7,67,1,Malcolm Saunders,Josephine Gordon,3752,WINDSOR,3YO+,STARSPORTS.BET HANDICAP (5),2nd,5,0.071428571
08/12/2018,Ballet Red,4,2,0,7,Harry Dunlop,Hector Crouch,3752,WINDSOR,2YO,STARSPORTS.BET NOVICE AUCTION STAKES (5),2nd,8,0.166666667
08/12/2018,Dotted Swiss,2,3,81,2,Richard Hannon,Thore Hammer Hansen,5531,WINDSOR,3YO+,OSSIE & HUTCH MEMORIAL FILLIES' HANDICAP (4),2nd,6,0.222222222
08/12/2018,Vimy Ridge,5,6,73,3,Alan Bailey,Joshua Bryan,3752,WINDSOR,3YO+,STARSPORTS.BET HANDICAP (5),2nd,5,0.111111111
08/12/2018,Le Manege Enchante,4,5,48,6,Derek Shaw,Paddy Mathers,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.125
08/12/2018,Prince Ahwahnee,7,3,87,4,Clive Cox,Adam Kirby,15753,LEICESTER,3YO,IRISH THOROUGHBRED MARKETING HANDICAP (3),2nd,6,0.1
08/12/2018,Rebel Streak,1,3,82,2,Andrew Balding,David Probert,15753,LEICESTER,3YO,IRISH THOROUGHBRED MARKETING HANDICAP (3),2nd,6,0.25
08/12/2018,Heidiava,8,2,0,7,Jo Hughes,George Wood,3752,WINDSOR,2YO,STARSPORTS.BET FILLIES' NOVICE AUCTION STAKES (PLUS 10 RACE) (5),2nd,6,0.0125
08/12/2018,Giving Glances,1,3,80,5,Alan King,Andrea Atzeni,6711,LEICESTER,3YO+,DALE HALL & HICKMAN ASSOCIATES FILLIES' HANDICAP (4),2nd,12,0.444444444
08/12/2018,Rita's Folly,6,2,0,9,Anthony Carson,Ryan Tate,3752,WINDSOR,2YO,STARSPORTS.BET FILLIES' NOVICE AUCTION STAKES (PLUS 10 RACE) (5),2nd,6,0.071428571
08/12/2018,Eben Dubai,10,6,51,11,John Flint,Miss Arabella Tucker,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.071428571
08/12/2018,Capla Demon,1,3,68,3,Gay Kelleway,Gina Mangan,5434,LEICESTER,3YO,ROTHERBY HANDICAP (5),2nd,6,0.1
08/12/2018,Loving Life,9,2,0,5,Jamie Osborne,Adam McNamara,3752,WINDSOR,2YO,STARSPORTS.BET FILLIES' NOVICE AUCTION STAKES (PLUS 10 RACE) (5),2nd,6,0.0625
08/12/2018,Broad Appeal,4,4,59,4,Jonathan Portman,Mr James Harding,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.285714286
08/12/2018,Mistress Nellie,2,3,46,7,William Stone,Gabriele Malune,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.05
08/12/2018,Captain Jameson,3,3,84,6,John Quinn,Jason Watson,15753,LEICESTER,3YO,IRISH THOROUGHBRED MARKETING HANDICAP (3),2nd,6,0.444444444
08/12/2018,Summa Force,7,2,0,5,Richard Hannon,Rossa Ryan,3752,WINDSOR,2YO,STARSPORTS.BET NOVICE AUCTION STAKES (5),2nd,8,0.035714286
08/12/2018,Dreamboat Annie,6,3,65,4,Mark Usher,Jason Watson,5434,LEICESTER,3YO,ROTHERBY HANDICAP (5),2nd,6,0.153846154
08/12/2018,Enforcement,5,3,50,5,Martin Keighley,Joey Haynes,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.04
08/12/2018,Bullingdon,5,3,89,6,Richard Hannon,Tom Marquand,7246,WINDSOR,3YO+,CON QUINLAN MEMORIAL HANDICAP (3),2nd,8,0.615384615
08/12/2018,Affluence,2,3,58,5,Martin Smith,Oisin Murphy,5434,LEICESTER,3YO,ROTHERBY HANDICAP (5),2nd,6,0.25
08/12/2018,Stay In The Light,6,3,55,6,Roger Ingram,Rhiain Ingram,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.153846154
08/12/2018,West End Charmer,1,2,0,6,Mark Johnston,Franny Norton,3752,WINDSOR,2YO,STARSPORTS.BET NOVICE AUCTION STAKES (5),2nd,8,0.3
08/12/2018,Our Man In Havana,6,3,71,7,Richard Price,Jane Elliott,15753,LEICESTER,3YO,IRISH THOROUGHBRED MARKETING HANDICAP (3),2nd,6,0.025
08/12/2018,Two Blondes,3,2,77,3,Mick Channon,Scott McCullagh,3752,WINDSOR,2YO,STARSPORTS.BET NOVICE AUCTION STAKES (5),2nd,8,0.285714286
08/12/2018,Iconic Boy,9,3,52,9,Alexandra Dunn,Rossa Ryan,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV II) (6),2nd,11,0.05
08/12/2018,Amazing Michele,3,3,74,1,Richard Fahey,Paddy Mathers,6711,LEICESTER,3YO+,DALE HALL & HICKMAN ASSOCIATES FILLIES' HANDICAP (4),2nd,12,0.111111111
08/12/2018,Chickpea,3,3,48,2,Michael Bell,Tom Marquand,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV II) (6),2nd,11,0.111111111
08/12/2018,Faithful Promise,7,3,67,1,Chris Dwyer,Lewis Edmunds,5434,LEICESTER,3YO,ROTHERBY HANDICAP (5),2nd,6,0.4
08/12/2018,Seventii,5,4,56,5,Robert Eddery,Mr George Eddery,3619,WINDSOR,4YO+,STARSPORTS.BET AMATEUR RIDERS' HANDICAP (5),2nd,11,0.083333333
08/12/2018,Dubai Landmark,4,3,53,2,Hugo Palmer,Josephine Gordon,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.222222222
08/12/2018,Shovel It On,4,3,65,3,David Evans,Callum Shepherd,4011,LEICESTER,3-4YO,BLABY SELLING STAKES (5),2nd,7,0.2
08/12/2018,Haveoneyerself,9,3,65,7,John Butler,Tim Clark,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.035714286
08/12/2018,Ragstone View,4,3,74,6,Rod Millman,Oisin Murphy,6728,LEICESTER,3YO,CROPSTON HANDICAP (4),2nd,8,0.166666667
08/12/2018,Exceedingly Diva,4,3,81,4,Marcus Tregoning,Tyler Saunders,5531,WINDSOR,3YO+,OSSIE & HUTCH MEMORIAL FILLIES' HANDICAP (4),2nd,6,0.153846154
08/12/2018,Fume,3,2,0,2,Ralph Beckett,Harry Bentley,6469,LEICESTER,2YO,BRITISH STALLION STUDS EBF NOVICE STAKES (PLUS 10 RACE) (4),2nd,7,0.083333333
08/12/2018,Restless Rose,3,3,82,5,Stuart Williams,Fran Berry,5531,WINDSOR,3YO+,OSSIE & HUTCH MEMORIAL FILLIES' HANDICAP (4),2nd,6,0.5
08/12/2018,Lucky Lucky Man,4,3,83,5,Richard Fahey,Tony Hamilton,15753,LEICESTER,3YO,IRISH THOROUGHBRED MARKETING HANDICAP (3),2nd,6,0.133333333
08/12/2018,Lady Dancealot,2,3,78,9,David Elsworth,Jimmy Quinn,15753,LEICESTER,3YO,IRISH THOROUGHBRED MARKETING HANDICAP (3),2nd,6,0.222222222
08/12/2018,Diva Bella,7,2,0,8,Marcus Tregoning,Tom Marquand,3752,WINDSOR,2YO,STARSPORTS.BET FILLIES' NOVICE AUCTION STAKES (PLUS 10 RACE) (5),2nd,6,0.03030303
08/12/2018,Makambe,1,3,70,1,Charles Hills,Jim Crowley,6728,LEICESTER,3YO,CROPSTON HANDICAP (4),2nd,8,0.4
08/12/2018,Goodnight Girl,1,3,79,1,Jonathan Portman,Rob Hornby,5531,WINDSOR,3YO+,OSSIE & HUTCH MEMORIAL FILLIES' HANDICAP (4),2nd,6,0.833333333
08/12/2018,Sigrid Nansen,3,3,55,10,Alexandra Dunn,Rossa Ryan,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.071428571
08/12/2018,Stylish Grace,10,3,48,9,J S Moore,Liam Keniry,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV I) (6),2nd,11,0.03030303
08/12/2018,Summerseat Dream,5,3,61,1,David O'Meara,Harry Bentley,3493,LEICESTER,3YO+,THURMASTON HANDICAP (6),2nd,5,0.1
08/12/2018,Royal Residence,5,3,78,3,James Tate,Oisin Murphy,15753,LEICESTER,3YO,IRISH THOROUGHBRED MARKETING HANDICAP (3),2nd,6,0.285714286
08/12/2018,Percy Prosecco,1,3,55,8,Noel Williams,Rob Hornby,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV II) (6),2nd,11,0.2
08/12/2018,Jeopardy John,4,3,67,5,Michael Attwater,Paddy Bradley,3752,WINDSOR,3YO+,STARSPORTS.BET HANDICAP (5),2nd,5,0.166666667
08/12/2018,Safarhi,2,3,54,10,Alan King,Martin Harley,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV II) (6),2nd,11,0.333333333
08/12/2018,Star Of Assisi,4,3,46,3,John Ryan,Gerald Mosse,3105,WINDSOR,3YO,BATEAUX WINDSOR'S RESTAURANT CRUISE EXPERIENCES HANDICAP (DIV II) (6),2nd,11,0.071428571
